emp_length,annual_income,debt_to_income,annual_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_amount,term,interest_rate,installment,grade,default,is_joint_app,ever_delinquent,ever_90d_late,loan_income_ratio,installment_to_income,credit_utilization_rate,credit_age,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,verification_income_joint_Not Verified,verification_income_joint_Source Verified,verification_income_joint_Verified,initial_listing_status_whole,disbursement_method_DirectPay
10.0,50000.0,59.29,118000.0,33.85,0,999.0,1990,0,35,21,375828,87934,0,0,999.0,0,0,6,3,14.0,21,0.0,0,8,51300,17,13,11,2,100.0,0,0,40000,60,20.0,1059.76,4,0,1,0,0,0.8,0.0211952,0.23397405195993912,34,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
10.0,45000.0,14.37,0.0,0.0,4,12.0,2003,2,41,13,42538,29513,0,0,12.0,0,0,1,4,5.0,13,0.0,0,2,4400,24,12,8,2,77.8,0,0,3000,36,16.01,105.49,3,0,0,1,1,0.06666666666666667,0.002344222222222222,0.6938031877380225,21,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,40825.0,6.7,0.0,0.0,0,30.0,2010,7,20,7,267513,7705,0,0,999.0,0,0,0,7,3.0,7,0.0,0,2,16100,10,6,2,5,95.0,0,0,15000,60,20.0,397.41,4,0,0,1,0,0.3674219228413962,0.009734476423759951,0.028802338577938267,14,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,60000.0,26.0,0.0,0.0,0,999.0,1997,7,40,16,80053,48604,0,0,999.0,0,0,5,8,3.0,16,0.0,0,3,7900,11,11,7,1,100.0,0,0,8000,36,21.45,303.26,4,0,0,0,0,0.13333333333333333,0.005054333333333333,0.6071477646059485,27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.0,39000.0,1.29,0.0,0.0,0,999.0,2006,5,10,5,88128,1407,0,0,999.0,0,0,0,6,2.0,5,0.0,0,2,5300,9,4,2,1,100.0,0,0,5000,36,16.01,175.81,3,0,0,0,0,0.1282051282051282,0.004507948717948718,0.01596541394335512,18,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,48000.0,26.4,0.0,0.0,0,999.0,2012,0,12,7,59731,41867,0,1,999.0,0,0,1,6,17.0,7,0.0,0,3,19200,6,6,4,0,100.0,0,1,10000,36,12.62,335.12,3,0,0,0,0,0.20833333333333334,0.006981666666666666,0.7009258174147428,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,120000.0,12.99,0.0,0.0,0,999.0,2009,8,40,16,298232,105006,0,0,999.0,0,0,9,6,3.0,16,0.0,0,1,9000,10,6,4,1,100.0,0,0,6750,36,7.96,211.4,1,0,0,0,0,0.05625,0.0017616666666666668,0.35209501327825315,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,74000.0,23.81,0.0,0.0,0,999.0,2002,4,28,20,250955,51811,0,0,999.0,0,0,3,18,3.0,20,0.0,0,6,38100,18,15,9,1,100.0,0,0,25000,60,19.42,654.31,4,1,0,0,0,0.33783783783783783,0.008842027027027027,0.20645534059891216,22,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,125000.0,22.6,0.0,0.0,0,999.0,2000,1,38,12,420539,90792,0,0,999.0,0,0,5,6,12.0,12,0.0,0,2,82300,17,6,2,5,100.0,0,0,30000,60,16.02,729.87,3,0,0,0,0,0.24,0.00583896,0.21589436413745217,24,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,70200.0,22.77,0.0,0.0,0,49.0,1997,0,16,6,223462,53628,0,0,49.0,0,0,3,5,18.0,6,0.0,0,1,16200,3,2,1,1,93.8,0,0,6000,36,18.45,218.28,4,1,0,1,1,0.08547008547008547,0.0031094017094017096,0.23998711190269487,27,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,14928.0,11.58,0.0,0.0,0,999.0,1998,1,11,6,114672,705,0,1,999.0,0,0,0,4,6.0,6,0.0,0,1,2300,7,5,4,2,100.0,0,1,4600,36,19.42,169.6,4,0,0,0,0,0.30814576634512325,0.011361200428724544,0.00614796986186689,26,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,93844.0,24.54,0.0,0.0,0,75.0,2004,3,66,20,315880,198889,0,0,77.0,0,722,9,5,1.0,20,0.0,0,2,1000,20,10,4,5,96.6,0,0,16000,60,19.42,418.76,4,0,0,1,1,0.17049571629512808,0.00446229913473424,0.6296346713942004,20,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,44500.0,38.78,0.0,0.0,0,999.0,1997,0,39,23,79900,41485,0,0,999.0,0,0,0,3,23.0,23,0.0,0,16,44100,33,23,23,0,100.0,0,0,12800,36,18.06,463.14,4,1,0,0,0,0.2876404494382023,0.010407640449438201,0.5192115143929913,27,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,83000.0,10.57,100256.0,10.55,0,999.0,1993,7,30,5,210025,18170,0,0,999.0,0,0,1,2,1.0,5,0.0,0,2,12500,14,3,2,7,100.0,0,0,7000,36,6.71,215.22,1,0,1,0,0,0.08433734939759036,0.002593012048192771,0.08651351029639329,31,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
5.0,60000.0,1.2,0.0,0.0,0,999.0,2012,2,2,2,18000,3619,0,0,999.0,0,0,0,0,0.0,2,0.0,0,2,18000,2,2,2,0,100.0,0,0,10000,60,11.99,222.4,2,1,0,0,0,0.16666666666666666,0.0037066666666666667,0.20105555555555554,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,60000.0,19.56,0.0,0.0,0,25.0,2006,2,13,7,45504,39285,0,0,25.0,0,0,2,4,6.0,7,0.0,0,2,12800,9,5,5,0,84.6,0,0,9600,36,21.85,365.89,4,0,0,1,1,0.16,0.006098166666666667,0.8633306962025317,18,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,48000.0,26.11,0.0,0.0,0,999.0,2014,18,18,14,60286,32991,0,0,999.0,0,0,2,10,0.0,14,0.0,0,4,25700,15,12,6,0,100.0,0,0,4800,36,10.42,155.84,2,1,0,0,0,0.1,0.003246666666666667,0.5472414822678565,10,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,75000.0,18.42,0.0,0.0,0,999.0,2007,0,25,10,57830,20372,0,1,999.0,0,0,2,8,16.0,10,0.0,0,4,15600,10,8,5,0,100.0,0,1,3000,36,9.93,96.71,2,0,0,0,0,0.04,0.0012894666666666665,0.3522739062770188,17,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,3000.0,64.4,90000.0,17.53,0,999.0,1994,0,3,2,26400,6829,0,0,999.0,0,0,0,0,999.0,2,0.0,0,2,26400,3,2,2,0,100.0,0,0,7000,36,7.97,219.26,1,1,1,0,0,2.3333333333333335,0.07308666666666666,0.2586742424242424,30,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
9.0,90000.0,20.59,0.0,0.0,0,999.0,2004,0,17,9,64474,35687,0,0,999.0,0,0,2,1,999.0,9,0.0,0,2,7200,8,6,4,0,100.0,0,0,40000,60,16.01,972.94,3,1,0,0,0,0.4444444444444444,0.010810444444444445,0.5535099419921209,20,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,51000.0,33.6,0.0,0.0,0,72.0,2005,3,32,11,329516,57989,0,1,72.0,0,0,3,4,3.0,11,0.0,0,2,10000,17,7,4,2,96.4,0,1,15400,36,17.09,549.75,4,0,0,1,1,0.30196078431372547,0.010779411764705883,0.17598234987071948,19,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10.0,61582.0,28.97,0.0,0.0,0,999.0,2011,6,21,15,112075,74908,0,0,999.0,0,0,1,8,3.0,15,0.0,0,6,42400,14,14,8,3,100.0,0,0,15000,60,19.03,389.36,4,1,0,0,0,0.24357766879932446,0.006322626741580332,0.6683738567923265,13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.0,54500.0,32.44,0.0,0.0,0,999.0,2001,0,18,5,110574,75221,0,0,999.0,0,0,2,0,16.0,5,0.0,0,2,26400,11,3,2,0,100.0,0,0,15000,60,11.98,333.52,2,0,0,0,0,0.27522935779816515,0.0061196330275229355,0.6802774612476712,23,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3.0,80000.0,6.41,220000.0,5.05,0,30.0,2009,1,26,13,41072,41012,0,0,30.0,0,177,11,1,11.0,13,0.0,0,2,7500,2,2,2,0,57.7,0,0,9000,36,10.91,294.27,2,0,1,1,1,0.1125,0.003678375,0.9985391507596416,15,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
6.0,25000.0,47.91,81650.0,15.62,0,999.0,2004,3,40,16,251634,44538,0,0,999.0,0,0,1,5,8.0,16,0.0,0,5,54600,25,14,7,2,100.0,0,0,17275,36,7.35,536.18,1,0,1,0,0,0.691,0.0214472,0.17699515963661508,20,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2.0,103000.0,18.93,163000.0,23.8,0,999.0,2006,1,10,9,90469,74180,0,0,999.0,0,0,2,4,7.0,9,0.0,0,3,40000,8,7,4,0,100.0,0,0,8000,36,16.01,281.3,3,0,1,0,0,0.07766990291262135,0.002731067961165049,0.8199493749240071,18,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
6.0,50000.0,1.97,0.0,0.0,0,51.0,1996,0,16,6,7800,2244,0,0,57.0,0,296,0,5,24.0,6,0.0,0,3,7500,15,6,3,0,87.5,0,0,15000,60,21.45,409.61,4,0,0,1,1,0.3,0.0081922,0.2876923076923077,28,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,45000.0,16.51,0.0,0.0,1,19.0,2007,2,23,8,131838,38274,0,0,999.0,0,0,1,6,8.0,8,0.0,0,1,26100,14,6,2,4,91.3,0,0,6000,36,13.59,203.88,3,0,0,1,0,0.13333333333333333,0.004530666666666666,0.29031083602603197,17,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,94000.0,26.72,0.0,0.0,0,999.0,2000,2,40,23,190575,122434,0,0,999.0,0,0,4,5,8.0,23,0.0,0,11,81400,22,18,15,0,100.0,0,0,25000,60,12.62,563.98,3,0,0,0,0,0.26595744680851063,0.005999787234042553,0.6424452315361406,24,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,450000.0,15.92,0.0,0.0,1,6.0,1996,4,29,13,249425,200445,0,0,999.0,0,0,5,5,7.0,13,0.0,0,4,63000,13,6,5,2,78.6,0,0,20175,36,15.04,699.77,3,0,0,1,0,0.044833333333333336,0.0015550444444444444,0.8036283451939461,28,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,95000.0,35.32,135000.0,37.51,0,999.0,2005,1,13,9,509012,81210,0,0,999.0,0,0,2,4,10.0,9,0.0,0,2,7400,6,5,3,1,100.0,0,0,9550,36,26.3,386.31,5,1,1,0,0,0.10052631578947369,0.004066421052631579,0.15954437223483925,19,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
10.0,117000.0,13.34,177000.0,8.82,0,999.0,2003,3,27,6,382481,73262,0,0,999.0,0,0,2,5,3.0,6,0.0,0,1,29000,11,3,1,6,100.0,0,0,9000,36,7.97,281.91,1,0,1,0,0,0.07692307692307693,0.0024094871794871795,0.1915441551345034,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
10.0,67800.0,16.34,0.0,0.0,2,19.0,1983,1,80,32,75066,58898,0,0,28.0,0,0,11,2,5.0,32,0.0,0,8,23600,33,19,11,0,70.0,0,0,21000,36,10.42,681.76,2,0,0,1,1,0.30973451327433627,0.010055457227138643,0.7846162044067887,41,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,56450.0,31.1,0.0,0.0,1,18.0,1996,10,51,38,208305,92556,0,0,34.0,0,0,17,8,1.0,38,0.0,0,5,30600,29,20,11,2,84.3,0,0,30000,60,24.85,877.91,5,1,0,1,1,0.5314437555358724,0.01555199291408326,0.44432922877511344,28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,103500.0,31.29,0.0,0.0,0,999.0,2004,1,24,7,469223,109777,0,0,999.0,0,0,1,2,4.0,7,0.0,0,4,58300,12,5,5,1,100.0,0,0,8500,36,18.45,309.22,4,0,0,0,0,0.0821256038647343,0.002987632850241546,0.23395485728534193,20,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,200000.0,20.18,0.0,0.0,1,2.0,1983,0,29,21,428105,334296,0,0,999.0,0,0,10,3,15.0,21,0.0,0,7,52700,13,9,7,1,96.4,0,0,13000,36,12.62,435.65,3,0,0,1,0,0.065,0.00217825,0.7808738510412165,41,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,52000.0,21.83,117000.0,12.72,0,999.0,2004,0,32,9,484431,61899,0,0,999.0,0,0,2,8,13.0,9,0.0,0,3,52500,22,6,5,4,100.0,0,0,12000,60,7.35,239.61,1,0,1,0,0,0.23076923076923078,0.004607884615384615,0.12777671123441728,20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
5.0,115000.0,23.28,0.0,0.0,0,44.0,2002,4,44,13,186713,163265,0,0,999.0,0,0,4,8,9.0,13,0.0,0,4,15200,20,9,7,3,97.7,0,0,20000,36,6.07,609.08,1,0,0,1,0,0.17391304347826086,0.0052963478260869565,0.874416885808701,22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
10.0,42000.0,8.94,127000.0,8.75,2,10.0,2000,1,13,8,429300,9266,0,0,999.0,0,0,0,5,10.0,8,0.0,0,4,11200,9,7,5,2,76.9,0,0,36000,60,17.47,903.82,4,0,1,1,0,0.8571428571428571,0.02151952380952381,0.021583973911017938,24,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
10.0,21600.0,34.28,0.0,0.0,0,999.0,2012,1,7,4,39238,17236,0,0,999.0,0,0,2,0,8.0,4,0.0,0,1,2000,3,2,1,0,100.0,0,0,10500,60,25.82,313.26,5,1,0,0,0,0.4861111111111111,0.014502777777777778,0.43926805647586525,12,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,120000.0,4.32,0.0,0.0,0,28.0,1978,5,6,5,301100,20814,0,0,999.0,0,0,0,3,0.0,5,0.0,0,3,19300,4,4,4,2,83.3,0,0,40000,60,15.04,952.44,3,0,0,1,0,0.3333333333333333,0.007937,0.06912653603454003,46,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.0,47500.0,32.88,0.0,0.0,0,999.0,1998,2,57,27,200526,123747,0,0,999.0,0,0,5,9,8.0,27,0.0,0,4,74900,41,22,4,0,100.0,0,0,9800,36,9.44,313.65,2,0,0,0,0,0.2063157894736842,0.006603157894736842,0.6171119954519614,26,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,80000.0,15.84,125000.0,11.0,0,31.0,2007,4,32,22,99433,63686,0,1,76.0,0,0,2,5,6.0,22,0.0,0,3,16400,25,20,15,0,90.3,0,1,10000,36,17.09,356.98,4,1,1,1,1,0.125,0.00446225,0.6404915872999909,17,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0.0,100000.0,18.79,0.0,0.0,0,999.0,2007,3,24,15,470538,61065,0,1,999.0,0,0,3,6,2.0,15,0.0,0,4,39800,14,11,7,1,100.0,0,1,16000,60,11.98,355.75,2,0,0,0,0,0.16,0.0035575,0.12977697869247543,17,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,50000.0,29.53,0.0,0.0,0,29.0,2006,2,44,11,243414,59680,0,0,29.0,0,0,2,7,3.0,11,0.0,0,5,33000,26,8,5,2,97.6,0,0,12000,60,11.98,266.82,2,0,0,1,1,0.24,0.0053364,0.24517899545630079,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.0,80000.0,6.3,0.0,0.0,0,999.0,2009,2,5,5,14200,10234,0,0,999.0,0,0,1,2,8.0,5,0.0,0,3,7300,4,4,4,0,100.0,0,0,10000,36,15.05,346.9,3,1,0,0,0,0.125,0.00433625,0.7207042253521126,15,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,36500.0,4.67,65500.0,2.68,0,999.0,1996,5,11,5,19200,3522,0,0,999.0,0,0,1,1,1.0,5,0.0,0,1,11500,7,4,2,2,100.0,0,0,3500,36,9.92,112.81,2,1,1,0,0,0.0958904109589041,0.0030906849315068493,0.1834375,28,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
8.0,80000.0,1.86,0.0,0.0,0,999.0,2007,2,9,9,62750,2095,0,0,999.0,0,0,1,4,2.0,9,0.0,0,3,56600,7,7,3,0,100.0,0,0,40000,60,12.62,902.37,3,1,0,0,0,0.5,0.011279625,0.03338645418326693,17,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7.0,118000.0,9.34,0.0,0.0,0,63.0,1990,1,31,7,408718,30064,0,0,999.0,0,0,2,4,11.0,7,0.0,0,0,0,20,4,2,5,87.1,0,0,7000,36,10.91,228.88,2,0,0,1,0,0.059322033898305086,0.0019396610169491524,0.07355682891382322,34,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,72000.0,16.17,0.0,0.0,0,999.0,2014,2,11,9,342736,33598,0,0,999.0,0,0,1,6,11.0,9,0.0,0,6,31500,7,6,6,1,100.0,0,0,19500,36,16.02,685.76,3,0,0,0,0,0.2708333333333333,0.009524444444444445,0.09802880351057373,10,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,98000.0,29.94,0.0,0.0,0,999.0,1995,3,28,14,178908,138935,0,1,54.0,0,0,3,4,3.0,14,0.0,0,6,38350,12,11,6,1,82.0,0,1,30000,60,25.81,894.85,5,1,0,0,1,0.30612244897959184,0.009131122448979592,0.7765723164978648,29,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,62400.0,16.92,88800.0,21.24,1,18.0,2003,2,9,7,155207,24698,0,0,18.0,0,0,2,2,0.0,7,0.0,0,2,4500,4,4,3,1,88.9,0,0,10000,36,18.45,363.79,4,0,1,1,1,0.16025641025641027,0.005829967948717949,0.1591294207091175,21,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
5.0,100000.0,11.44,0.0,0.0,2,12.0,2007,2,14,8,57856,33507,0,0,21.0,0,0,1,4,5.0,8,0.0,0,4,13000,9,6,5,0,64.3,0,0,11200,36,16.02,393.87,3,1,0,1,1,0.112,0.0039387,0.5791447732300885,17,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,100000.0,18.7,175000.0,19.56,1,12.0,2001,4,23,7,232943,70831,0,0,999.0,0,568,3,3,3.0,7,0.0,0,3,7300,9,3,3,2,100.0,0,0,15600,36,14.07,533.71,3,0,1,1,0,0.156,0.0053371,0.30407009440077615,23,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
6.0,0.0,16.27,36000.0,24.1,0,999.0,2012,0,14,9,31948,21563,0,0,999.0,0,0,1,1,999.0,9,0.0,0,5,9400,9,8,6,0,100.0,0,0,11000,60,28.72,347.29,6,1,1,0,0,0.19504830917874397,0.005734570613280188,0.6749405283585826,12,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1.0,50000.0,8.55,0.0,0.0,1,4.0,2013,2,21,16,43167,9749,0,0,999.0,0,0,1,7,5.0,16,0.0,0,4,24000,20,15,6,0,95.2,0,0,1800,36,10.91,58.86,2,0,0,1,0,0.036,0.0011772,0.22584381587786967,11,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.0,66500.0,24.11,0.0,0.0,1,11.0,2005,1,18,8,202513,69485,2,0,11.0,0,0,3,4,5.0,8,0.0,0,3,29000,6,4,3,2,83.3,0,0,25000,60,26.3,752.96,5,0,0,1,1,0.37593984962406013,0.011322706766917294,0.3431137754119489,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,50000.0,21.4,0.0,0.0,0,999.0,2005,3,27,10,207032,21711,0,0,999.0,0,497,3,3,2.0,10,0.0,0,1,24600,17,6,1,2,100.0,0,0,2500,36,5.32,75.29,1,0,0,0,0,0.05,0.0015058,0.10486784651648054,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,110000.0,11.99,0.0,0.0,0,25.0,1999,2,29,9,407900,58457,0,0,999.0,0,0,0,5,9.0,9,0.0,0,2,42000,17,8,4,7,96.6,0,0,35000,36,11.99,1162.34,2,0,0,1,0,0.3181818181818182,0.010566727272727273,0.1433120862956607,25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,37000.0,22.61,0.0,0.0,0,58.0,2007,4,6,4,40502,36878,0,0,58.0,0,0,1,5,4.0,4,0.0,0,1,1900,4,3,2,0,83.3,0,0,4000,36,18.06,144.74,4,0,0,1,1,0.10810810810810811,0.003911891891891892,0.9105229371389068,17,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.0,150000.0,14.07,0.0,0.0,0,999.0,2001,0,47,14,142476,116797,0,0,999.0,0,0,5,9,21.0,14,0.0,0,2,10500,27,9,8,0,100.0,0,0,20000,36,14.07,684.24,3,0,0,0,0,0.13333333333333333,0.0045616,0.819766136050984,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2.0,14300.0,22.59,0.0,0.0,0,999.0,2005,2,3,3,18953,5126,0,0,999.0,0,0,1,2,1.0,3,0.0,0,1,7500,2,2,2,0,100.0,0,0,1000,36,14.07,34.22,3,1,0,0,0,0.06993006993006994,0.002393006993006993,0.2704585026117237,19,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,35000.0,14.37,164000.0,10.52,0,999.0,2007,0,18,6,176860,17219,0,0,999.0,0,0,1,2,999.0,6,0.0,0,1,3600,7,4,1,4,100.0,0,0,27000,60,11.99,600.47,2,0,1,0,0,0.7714285714285715,0.017156285714285714,0.09735949338459798,17,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
3.0,75000.0,13.78,0.0,0.0,1,13.0,2003,2,50,15,94858,88464,0,0,62.0,0,0,4,4,2.0,15,0.0,0,6,9100,29,11,9,0,80.0,0,0,5000,36,13.59,169.9,3,0,0,1,1,0.06666666666666667,0.0022653333333333336,0.9325939825844948,21,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,101000.0,10.69,0.0,0.0,0,46.0,1993,0,31,14,391595,47930,0,0,999.0,0,0,4,5,16.0,14,0.0,0,1,88300,14,9,2,6,96.8,0,0,3100,36,5.31,93.35,1,0,0,1,0,0.030693069306930693,0.0009242574257425742,0.12239686410704938,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,60000.0,19.42,0.0,0.0,0,999.0,1996,3,48,19,207802,135723,0,0,999.0,0,0,2,3,2.0,18,0.0,0,6,42000,19,16,7,1,100.0,0,0,10000,36,7.35,310.38,1,0,0,0,0,0.16666666666666666,0.005173,0.6531361584585327,28,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,180000.0,12.76,0.0,0.0,0,56.0,1988,2,34,12,947846,72104,0,0,999.0,0,0,2,4,3.0,12,0.0,0,5,63000,27,7,5,2,88.2,0,0,10000,36,26.77,407.02,5,0,0,1,0,0.05555555555555555,0.002261222222222222,0.07607142932501694,36,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,130800.0,14.47,0.0,0.0,0,999.0,1994,1,24,11,81825,50561,0,0,999.0,0,0,2,2,11.0,11,0.0,0,5,21300,19,9,8,0,100.0,0,0,20000,36,11.99,664.2,2,0,0,0,0,0.1529051987767584,0.005077981651376147,0.6179162847540483,30,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,48589.0,21.19,0.0,0.0,1,24.0,1991,3,45,17,152404,17428,0,1,32.0,0,0,4,14,4.0,17,0.0,0,7,9850,30,12,10,2,89.0,0,1,12000,36,24.85,476.17,5,0,0,1,1,0.24696947868859206,0.009799954722262241,0.11435395396446288,33,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,75000.0,22.26,0.0,0.0,0,31.0,2000,0,16,8,459100,105225,0,0,31.0,0,0,1,1,999.0,8,0.0,0,2,13300,10,6,6,3,93.8,0,0,3000,36,19.03,110.02,4,0,0,1,1,0.04,0.0014669333333333333,0.2291984317142235,24,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,47000.0,12.67,0.0,0.0,0,999.0,2006,0,11,6,183614,3633,0,0,999.0,0,0,0,3,16.0,6,0.0,0,3,3450,7,5,5,4,100.0,0,0,3000,36,13.59,101.94,3,0,0,0,0,0.06382978723404255,0.002168936170212766,0.019786072957399762,18,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,70000.0,24.64,155000.0,23.06,0,62.0,1998,2,22,16,94282,46117,0,0,62.0,0,0,2,13,6.0,16,0.0,0,4,33700,15,13,8,1,95.2,0,0,7200,36,13.58,244.62,3,1,1,1,1,0.10285714285714286,0.0034945714285714285,0.48913896608048196,26,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
6.0,59000.0,30.88,109000.0,24.4,1,19.0,2001,9,53,11,84944,76861,0,0,19.0,0,0,2,13,3.0,11,0.0,0,2,4000,16,9,6,0,96.1,0,0,32000,36,15.05,1110.08,3,0,1,1,1,0.5423728813559322,0.018814915254237286,0.9048431908080617,23,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
